full_name,title,company,country,linkedin_url,company_website,employee_count_estimate,growth_signal,people_process_signal,affordability_signal,linkedin_activity_signal,source_url,fit_score,segment,reason_to_contact,dnc_status,review_status,score_reasons,score_concerns,headline,industry,profile_location,provider_id
"Kirsten Lunoe, MAICD",Co-Owner,"Turon Gates - Log Cabins, Glamping, Camping, Conferences",Australia,https://www.linkedin.com/in/kirsten-lunoe,,SalesNav filter 11-50 or 51-200. Manual check needed for 10-100 band.,growth_or_people_language_in_profile,manual review needed,industry and founder role suggest possible fit; revenue not verified,manual recent activity check needed,"https://www.linkedin.com/sales/lead/ACwAAAQV6p0BIw1B7ZfZc_OCiv8OTa6K1PG5RJQ,NAME_SEARCH,Oz6W",85,Australia / md_owner,"Founder led company in target size filter. Review for hiring, growth, or people process trigger before sending.",not checked against client DNC yet,READY_FOR_MANUAL_REVIEW,founder_or_senior_owner_title; growth_or_people_language_in_profile; linkedin_url_present,,Nature Lover  | Founder & CEO | B2B SaaS for Sustainable Procurement | Impact-Driven Tech | Green The Chain  | ESG Advisory Services | MAICD | MECLA & EIANZ member | Master of Sustainability (2026). BBus (Finance),,"Sydney, New South Wales, Australia",ACwAAAQV6p0BIw1B7ZfZc_OCiv8OTa6K1PG5RJQ
Kiran King,Chief Executive Officer - Australia ,The Launch Agency,Australia,https://www.linkedin.com/in/kiran-king,,SalesNav filter 11-50 or 51-200. Manual check needed for 10-100 band.,growth_or_people_language_in_profile,manual review needed,industry and founder role suggest possible fit; revenue not verified,manual recent activity check needed,"https://www.linkedin.com/sales/lead/ACwAAApMiywB9pLTP2YQORFmoWHYgxSWTdRqrSc,NAME_SEARCH,vey2",85,Australia / ceo,"Founder led company in target size filter. Review for hiring, growth, or people process trigger before sending.",not checked against client DNC yet,READY_FOR_MANUAL_REVIEW,founder_or_senior_owner_title; growth_or_people_language_in_profile; linkedin_url_present,,CEO @ Launch | Fractional CCO & CMO to Founder-Led Businesses | Driving Predictable Growth & Enterprise Value,,"Sydney, New South Wales, Australia",ACwAAApMiywB9pLTP2YQORFmoWHYgxSWTdRqrSc
Kevin McCreton,Founder,The Catalyst Report,Australia,https://www.linkedin.com/in/kevin-mccreton-561a553,,SalesNav filter 11-50 or 51-200. Manual check needed for 10-100 band.,growth_or_people_language_in_profile,manual review needed,industry and founder role suggest possible fit; revenue not verified,manual recent activity check needed,"https://www.linkedin.com/sales/lead/ACwAAACwYdkBCKoHxxF0M8xVWyiGFuIJgbqjt-Y,NAME_SEARCH,9RPs",85,Australia / founder,"Founder led company in target size filter. Review for hiring, growth, or people process trigger before sending.",not checked against client DNC yet,READY_FOR_MANUAL_REVIEW,founder_or_senior_owner_title; growth_or_people_language_in_profile; linkedin_url_present,,"Author, The Catalyst Report - 
Founder of Catalyst Research",,"Centennial Park, Western Australia, Australia",ACwAAACwYdkBCKoHxxF0M8xVWyiGFuIJgbqjt-Y
Ken Garrard,Founder and Creator of APO,KEPA Software,Australia,https://www.linkedin.com/in/ken-garrard-5106451,,SalesNav filter 11-50 or 51-200. Manual check needed for 10-100 band.,growth_or_people_language_in_profile,manual review needed,industry and founder role suggest possible fit; revenue not verified,manual recent activity check needed,"https://www.linkedin.com/sales/lead/ACwAAABFwJwBBVkB4d1C2Rd3hoCBcID_Q0Dqy54,NAME_SEARCH,n34X",85,Australia / founder,"Founder led company in target size filter. Review for hiring, growth, or people process trigger before sending.",not checked against client DNC yet,READY_FOR_MANUAL_REVIEW,founder_or_senior_owner_title; growth_or_people_language_in_profile; linkedin_url_present,,Thought Leader in Capital Investment Portfolio Optimisation | Creator of APO | Master Project Director,,"Davidson, New South Wales, Australia",ACwAAABFwJwBBVkB4d1C2Rd3hoCBcID_Q0Dqy54
Katie O'Keeffe,Co-Founder,Structured Creative,Australia,https://www.linkedin.com/in/katieo-keeffe,,SalesNav filter 11-50 or 51-200. Manual check needed for 10-100 band.,growth_or_people_language_in_profile,manual review needed,industry and founder role suggest possible fit; revenue not verified,manual recent activity check needed,"https://www.linkedin.com/sales/lead/ACwAAAAvPCUBYfrvWWacrrYkXCvSdqbz6DNS_14,NAME_SEARCH,t_qL",85,Australia / founder,"Founder led company in target size filter. Review for hiring, growth, or people process trigger before sending.",not checked against client DNC yet,READY_FOR_MANUAL_REVIEW,founder_or_senior_owner_title; growth_or_people_language_in_profile; linkedin_url_present,,"Helping leaders be their best | Transforming teams with data and evidence | Creating Healthy and Well Workplaces | Proven results with simple, impactful solutions to complex challenges | Co-Creator of TopTeams",,Greater Melbourne Area,ACwAAAAvPCUBYfrvWWacrrYkXCvSdqbz6DNS_14
Justeen Kirk,Founder & CEO,ISO Matters,Australia,https://www.linkedin.com/in/justeenkirk,,SalesNav filter 11-50 or 51-200. Manual check needed for 10-100 band.,growth_or_people_language_in_profile,manual review needed,industry and founder role suggest possible fit; revenue not verified,manual recent activity check needed,"https://www.linkedin.com/sales/lead/ACwAABENIdEBErdP8yF_kvIPObeufOai8FvudR8,NAME_SEARCH,KfaJ",85,Australia / founder,"Founder led company in target size filter. Review for hiring, growth, or people process trigger before sending.",not checked against client DNC yet,READY_FOR_MANUAL_REVIEW,founder_or_senior_owner_title; growth_or_people_language_in_profile; linkedin_url_present,,⚡ Helping $75K–$1M business owners escape the bottleneck | Build a business that runs without you.,,Australia,ACwAABENIdEBErdP8yF_kvIPObeufOai8FvudR8
Julius Schoenfeld,Co-Founder,Team Up Now Pty Ltd,Australia,https://www.linkedin.com/in/julius-schoenfeld,,SalesNav filter 11-50 or 51-200. Manual check needed for 10-100 band.,growth_or_people_language_in_profile,manual review needed,industry and founder role suggest possible fit; revenue not verified,manual recent activity check needed,"https://www.linkedin.com/sales/lead/ACwAAAbYdcsBDYrF-gPcZdsU7a0shB83iLQYQAA,NAME_SEARCH,KFAO",85,Australia / founder,"Founder led company in target size filter. Review for hiring, growth, or people process trigger before sending.",not checked against client DNC yet,READY_FOR_MANUAL_REVIEW,founder_or_senior_owner_title; growth_or_people_language_in_profile; linkedin_url_present,,Co-Founder @ Team Up Now | I help Australian businesses scale with ethical offshore teams — without the compliance risk or culture clash,,Greater Melbourne Area,ACwAAAbYdcsBDYrF-gPcZdsU7a0shB83iLQYQAA
Julian Fayad,Founder / CEO,LoanOptions.ai,Australia,https://www.linkedin.com/in/julianfayad,,SalesNav filter 11-50 or 51-200. Manual check needed for 10-100 band.,growth_or_people_language_in_profile,manual review needed,industry and founder role suggest possible fit; revenue not verified,manual recent activity check needed,"https://www.linkedin.com/sales/lead/ACwAAAoqWlABwkZ8UDAKTt7fX290BD0JMiDRXe0,NAME_SEARCH,XvPj",85,Australia / founder,"Founder led company in target size filter. Review for hiring, growth, or people process trigger before sending.",not checked against client DNC yet,READY_FOR_MANUAL_REVIEW,founder_or_senior_owner_title; growth_or_people_language_in_profile; linkedin_url_present,,Founder & CEO at LoanOptions.ai | Bootstrapped AI & Fintech | Top 100 Young Entrepreneur,,Greater Sydney Area,ACwAAAoqWlABwkZ8UDAKTt7fX290BD0JMiDRXe0
John Hempton,Chief Investment Officer / Founder,Bronte Capital Management Pty Ltd,Australia,https://www.linkedin.com/in/john-hempton-21b20846,,SalesNav filter 11-50 or 51-200. Manual check needed for 10-100 band.,growth_or_people_language_in_profile,manual review needed,industry and founder role suggest possible fit; revenue not verified,manual recent activity check needed,"https://www.linkedin.com/sales/lead/ACwAAAmkLzcBQ2Aeu0k-p9nac2dGMWeD9l_65FM,NAME_SEARCH,h_pj",85,Australia / founder,"Founder led company in target size filter. Review for hiring, growth, or people process trigger before sending.",not checked against client DNC yet,READY_FOR_MANUAL_REVIEW,founder_or_senior_owner_title; growth_or_people_language_in_profile; linkedin_url_present,,Chief Investment Officer / Founder at Bronte Capital,,Greater Sydney Area,ACwAAAmkLzcBQ2Aeu0k-p9nac2dGMWeD9l_65FM
John Bond,Founder & CEO,Visual Marketing Australia®,Australia,https://www.linkedin.com/in/john-bond-vma,,SalesNav filter 11-50 or 51-200. Manual check needed for 10-100 band.,growth_or_people_language_in_profile,manual review needed,industry and founder role suggest possible fit; revenue not verified,manual recent activity check needed,"https://www.linkedin.com/sales/lead/ACwAAAMe_KIB7Gn2KVuDQ9svhjeymsqzeE9XrEQ,NAME_SEARCH,PLao",85,Australia / founder,"Founder led company in target size filter. Review for hiring, growth, or people process trigger before sending.",not checked against client DNC yet,READY_FOR_MANUAL_REVIEW,founder_or_senior_owner_title; growth_or_people_language_in_profile; linkedin_url_present,,✔Digital Marketing Expert✔Zoho CRM Consulting Partner✔Certified Google Partner✔Digital Transformation Expert.,,"Bundall, Queensland, Australia",ACwAAAMe_KIB7Gn2KVuDQ9svhjeymsqzeE9XrEQ
Joe Woodham,CEO & Founder ,Torii Consulting,Australia,https://www.linkedin.com/in/joe-woodham,,SalesNav filter 11-50 or 51-200. Manual check needed for 10-100 band.,growth_or_people_language_in_profile,manual review needed,industry and founder role suggest possible fit; revenue not verified,manual recent activity check needed,"https://www.linkedin.com/sales/lead/ACwAAAIyofABtJjNb8FEtlhNXrdWXN0BlaZkbpI,NAME_SEARCH,1uOY",85,Australia / founder,"Founder led company in target size filter. Review for hiring, growth, or people process trigger before sending.",not checked against client DNC yet,READY_FOR_MANUAL_REVIEW,founder_or_senior_owner_title; growth_or_people_language_in_profile; linkedin_url_present,,"Senior product designers embedded in 7 days, not 12 weeks. No ramp-up. No risk. Proven across 100+ product teams.",,Greater Melbourne Area,ACwAAAIyofABtJjNb8FEtlhNXrdWXN0BlaZkbpI
Joanna Zhang,Founder & CEO,The Entrepreneurs Soulmate & Operations Genius,Australia,https://www.linkedin.com/in/zhang-joanna,,SalesNav filter 11-50 or 51-200. Manual check needed for 10-100 band.,growth_or_people_language_in_profile,manual review needed,industry and founder role suggest possible fit; revenue not verified,manual recent activity check needed,"https://www.linkedin.com/sales/lead/ACwAAAtQvk0Bj8Gmqc7h25lhEVH0x0Zctz7YrP8,NAME_SEARCH,gPRW",85,Australia / founder,"Founder led company in target size filter. Review for hiring, growth, or people process trigger before sending.",not checked against client DNC yet,READY_FOR_MANUAL_REVIEW,founder_or_senior_owner_title; growth_or_people_language_in_profile; linkedin_url_present,,"Board Chair for SMEs | Conscious Leadership & Transformational Speaker | Founder, The Operations Genius | Building Fractional C-Suite Advisory for Scalable Businesses",,Greater Sydney Area,ACwAAAtQvk0Bj8Gmqc7h25lhEVH0x0Zctz7YrP8
Jevon Le Roux,CEO & Co-Founder,Keeyu,Australia,https://www.linkedin.com/in/jevonleroux,,SalesNav filter 11-50 or 51-200. Manual check needed for 10-100 band.,growth_or_people_language_in_profile,manual review needed,industry and founder role suggest possible fit; revenue not verified,manual recent activity check needed,"https://www.linkedin.com/sales/lead/ACwAABDD7CgBEKqpTCS1BpffVNoISRa2Aig6OqM,NAME_SEARCH,kzTm",85,Australia / founder,"Founder led company in target size filter. Review for hiring, growth, or people process trigger before sending.",not checked against client DNC yet,READY_FOR_MANUAL_REVIEW,founder_or_senior_owner_title; growth_or_people_language_in_profile; linkedin_url_present,,"Every order is a promise. Keeyu keeps it. 
Proactive e-commerce operations for Shopify brands.",,"Sydney, New South Wales, Australia",ACwAABDD7CgBEKqpTCS1BpffVNoISRa2Aig6OqM
Jesse Ocean,Managing Director,Ooze Studios,Australia,https://www.linkedin.com/in/jesseocean,,SalesNav filter 11-50 or 51-200. Manual check needed for 10-100 band.,growth_or_people_language_in_profile,manual review needed,industry and founder role suggest possible fit; revenue not verified,manual recent activity check needed,"https://www.linkedin.com/sales/lead/ACwAAAf8ZOgBzJhu0iTcyE__U__CNKJIL7uBZQ4,NAME_SEARCH,11Rg",85,Australia / md_owner,"Founder led company in target size filter. Review for hiring, growth, or people process trigger before sending.",not checked against client DNC yet,READY_FOR_MANUAL_REVIEW,founder_or_senior_owner_title; growth_or_people_language_in_profile; linkedin_url_present,,Growth Expert | Results-Driven Team Leader | Ooze Studios - Best Agency to Work With in the World,,"Melbourne, Victoria, Australia",ACwAAAf8ZOgBzJhu0iTcyE__U__CNKJIL7uBZQ4
Jess Parker,Founder,JP Advisory,Australia,https://www.linkedin.com/in/jess-parker-cfo,,SalesNav filter 11-50 or 51-200. Manual check needed for 10-100 band.,growth_or_people_language_in_profile,manual review needed,industry and founder role suggest possible fit; revenue not verified,manual recent activity check needed,"https://www.linkedin.com/sales/lead/ACwAAAYSnhABVa-xSWTeZKvUCAGEHnfRwOYli8Q,NAME_SEARCH,g4EC",85,Australia / founder,"Founder led company in target size filter. Review for hiring, growth, or people process trigger before sending.",not checked against client DNC yet,READY_FOR_MANUAL_REVIEW,founder_or_senior_owner_title; growth_or_people_language_in_profile; linkedin_url_present,,"Expert Generalist for Family Office | Chartered Accountant | Finance, Operations & Technology | Curious by Nature",,"Canberra, Australian Capital Territory, Australia",ACwAAAYSnhABVa-xSWTeZKvUCAGEHnfRwOYli8Q
Jeremy Britton 🛡️觉明,"Founder, Chief Financial Officer",Boston Trading Co,Australia,https://www.linkedin.com/in/24hourwealthcoach,,SalesNav filter 11-50 or 51-200. Manual check needed for 10-100 band.,growth_or_people_language_in_profile,manual review needed,industry and founder role suggest possible fit; revenue not verified,manual recent activity check needed,"https://www.linkedin.com/sales/lead/ACwAAABdyZ0BOj4ngNGY4DSEMG_uFixEQQY7igU,NAME_SEARCH,yaxA",85,Australia / founder,"Founder led company in target size filter. Review for hiring, growth, or people process trigger before sending.",not checked against client DNC yet,READY_FOR_MANUAL_REVIEW,founder_or_senior_owner_title; growth_or_people_language_in_profile; linkedin_url_present,,"Founder/CFO, Boston Trading Co | Crypto Fund & Digital Asset Research | 30+ Years Financial Services | Former Senior Financial Planner WBC",,"Brisbane, Queensland, Australia",ACwAAABdyZ0BOj4ngNGY4DSEMG_uFixEQQY7igU
Jeff Teale,Founder & Director,HeXTalent,Australia,https://www.linkedin.com/in/jeffteale,,SalesNav filter 11-50 or 51-200. Manual check needed for 10-100 band.,growth_or_people_language_in_profile,manual review needed,industry and founder role suggest possible fit; revenue not verified,manual recent activity check needed,"https://www.linkedin.com/sales/lead/ACwAAAQ-n5gBoJajda068xOfgFJ6nIeKqMD-ljM,NAME_SEARCH,uEFa",85,Australia / founder,"Founder led company in target size filter. Review for hiring, growth, or people process trigger before sending.",not checked against client DNC yet,READY_FOR_MANUAL_REVIEW,founder_or_senior_owner_title; growth_or_people_language_in_profile; linkedin_url_present,,"Turning Ideas Into Bridges — Between People, Purpose & Opportunity.",,Greater Brisbane Area,ACwAAAQ-n5gBoJajda068xOfgFJ6nIeKqMD-ljM
Jason Titman,Executive Director & Founder,integr8 Group,Australia,https://www.linkedin.com/in/jasontitman,,SalesNav filter 11-50 or 51-200. Manual check needed for 10-100 band.,growth_or_people_language_in_profile,manual review needed,industry and founder role suggest possible fit; revenue not verified,manual recent activity check needed,"https://www.linkedin.com/sales/lead/ACwAAAHA0YsBDKuE4aoBRMpkG4vDBmSrIyA_LM0,NAME_SEARCH,-1Am",85,Australia / ceo,"Founder led company in target size filter. Review for hiring, growth, or people process trigger before sending.",not checked against client DNC yet,READY_FOR_MANUAL_REVIEW,founder_or_senior_owner_title; growth_or_people_language_in_profile; linkedin_url_present,,CEO Swyftx | ASX Company Director | Investor | Philanthropist,,Greater Brisbane Area,ACwAAAHA0YsBDKuE4aoBRMpkG4vDBmSrIyA_LM0
